run_name,tilt_series_max_angle,tilt_series_quality_score,tomo-align_software,tomo-fiducial_alignment_status,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_series_quality
dga2017-09-25-39,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-41,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-42,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-43,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-44,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-47,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-48,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-50,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-51,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-52,60.0,1.0,,NON_FIDUCIAL,,,,,60.0,1
dga2017-09-25-53,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-54,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-56,60.0,1.0,,NON_FIDUCIAL,,,,,60.0,1
dga2017-09-25-57,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-60,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-61,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-62,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-63,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-64,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-65,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-67,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-69,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-70,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-71,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-72,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-73,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-74,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-75,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-76,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-77,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-78,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-80,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-82,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-84,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-85,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-87,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-88,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-90,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-91,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-93,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-94,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-95,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-96,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-97,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-98,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-99,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-100,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-101,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-103,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-104,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-105,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-106,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-107,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-108,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-109,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-110,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-111,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-112,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-113,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-114,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-115,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-118,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-119,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-120,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-121,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-122,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-123,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-124,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-125,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-126,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-127,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-128,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-129,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-130,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-131,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-132,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-133,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-134,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-135,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-136,60.0,1.0,,NON_FIDUCIAL,,,,,60.0,1
dga2017-09-25-137,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-138,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-139,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-140,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-142,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-4,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-5,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-6,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-7,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-8,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-9,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-10,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-11,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-12,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-13,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-15,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-16,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-17,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-18,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-19,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-20,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-21,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-22,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-23,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-24,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-25,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-26,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-27,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-28,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-29,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-31,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-32,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-33,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-34,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-35,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-36,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-37,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-38,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-39,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-41,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-42,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-44,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-45,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-46,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-47,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-48,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-49,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-50,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-51,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-52,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-53,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-54,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-55,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-58,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-59,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-60,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-61,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-62,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-63,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-64,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-65,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-66,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-68,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-69,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-70,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-71,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-72,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-73,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-74,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-75,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-76,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-77,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-78,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-79,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-80,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-81,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-82,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-83,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-84,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-85,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-86,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-87,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-88,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-89,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-90,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-91,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-92,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-93,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-94,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-95,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-96,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-97,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-98,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-99,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-100,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-101,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-102,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-103,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-104,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-105,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-106,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-107,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-10-19-108,60.0,4.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,60.0,4
dga2017-09-25-7,8.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,8.0,2
dga2017-09-25-59,8.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,8.0,2
dga2017-09-25-18,0.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,0.0,2
dga2017-09-25-66,0.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,0.0,2
dga2017-09-25-68,0.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,0.0,2
dga2017-09-25-92,0.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,0.0,2
dga2017-10-19-40,0.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,0.0,2
dga2017-09-25-26,28.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,28.0,3
dga2017-09-25-58,6.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,6.0,2
dga2017-09-25-81,4.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,4.0,2
dga2017-09-25-83,46.0,3.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,46.0,3
dga2017-09-25-116,14.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,14.0,2
dga2017-09-25-117,2.0,2.0,RAPTOR,FIDUCIAL,WBP,IMOD,16.145,RAPTOR,2.0,2
