run_name,tomo-align_software,tomo-fiducial_alignment_status,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_series_quality
dga2018-08-29-40,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-41,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-42,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-43,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-44,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-45,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-46,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-47,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-48,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-49,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-50,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-51,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-52,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-53,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-54,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-55,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-56,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-57,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-58,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-59,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-60,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-61,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-62,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-63,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-64,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-65,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-66,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-67,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-68,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-69,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-70,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-71,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-72,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-73,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-74,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-75,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-76,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-77,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-78,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-79,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-80,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-81,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-82,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-83,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-84,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-85,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-86,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-87,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-88,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-89,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-90,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-91,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-92,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-93,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-94,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-95,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-96,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-97,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-98,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-99,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-100,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-101,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-102,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-103,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-104,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-105,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-106,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-107,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-108,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-109,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-111,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-112,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-113,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-114,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-115,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-116,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-117,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-118,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-119,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-120,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-121,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-122,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-123,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-124,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-125,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-126,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-127,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-128,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-129,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-130,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-131,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-132,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-133,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-134,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-135,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-136,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-137,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-138,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-139,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-140,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-141,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-142,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-143,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-144,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-145,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-146,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-147,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-148,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-149,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-150,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-151,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-152,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-153,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-154,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-155,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-156,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-157,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-158,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-159,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-160,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-161,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-162,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-163,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-164,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-165,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-166,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-167,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-168,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-169,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-170,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-171,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-172,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-173,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-174,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-175,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-176,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-177,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-178,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-179,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-180,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-181,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-182,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-183,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-184,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-185,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-186,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-187,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-188,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-190,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-191,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-192,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-193,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-194,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-195,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-196,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-197,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-198,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-199,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-200,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-201,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-202,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-203,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-204,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-205,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-206,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-207,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-208,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-209,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-210,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-211,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-212,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-213,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-214,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-215,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-216,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-217,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-218,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-219,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-220,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-221,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-222,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-223,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-224,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-225,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-227,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-228,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-229,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-230,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-231,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-232,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-235,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-236,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-237,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-238,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-240,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-241,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-242,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-243,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-244,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-245,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-246,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-247,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-248,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-249,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-250,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-251,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-252,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-253,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-254,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-255,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-256,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-257,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-258,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-259,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-260,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-261,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-262,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-263,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-264,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-265,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-266,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-267,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-268,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-269,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-270,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-271,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-272,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-273,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-274,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-275,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-276,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-277,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-278,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-279,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-280,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-281,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-282,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-283,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-284,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-285,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-286,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-287,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-288,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-289,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-290,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-291,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-292,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-293,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-294,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
